district_number,district_name,school_number,school_name,year,subgroup,english_avg,math_avg,reading_avg,science_avg,act_composite_avg,percent_21_orhigher,percent_met_crb_english,percent_met_crb_math,percent_met_crb_reading,percent_met_crb_science,percent_met_all4_crb,avg_composite_baseline_year,avg_composite_previous,percent_21_orhigher_baseline_year,percent_21_orhigher_previous
792,Shelby County Schools,2810,Winridge Elementary,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,2810,Winridge Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,2810,Winridge Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,2810,Winridge Elementary,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,2810,Winridge Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,2815,Wooddale High,2017,All Students,13.5,15.8,15.3,16,15.3,,14.2,**,7.7,**,**,,,,
792,Shelby County Schools,2815,Wooddale High,2017,Black/Hispanic/Native,13.4,15.8,15.3,16,15.2,,13.7,**,7.8,**,**,,,,
792,Shelby County Schools,2815,Wooddale High,2017,Economically Disadvantaged,13.2,15.7,15,15.9,15.1,,13.6,**,6.8,**,**,,,,
792,Shelby County Schools,2815,Wooddale High,2017,English Learners,13,15.4,13.6,15,14.4,,**,7.1,**,**,**,,,,
792,Shelby County Schools,2815,Wooddale High,2017,Super Subgroup,13.5,15.8,15.3,16,15.3,,14.2,**,7.7,**,**,,,,
792,Shelby County Schools,2815,Wooddale High,2017,Students with Disabilities,10.9,15.3,12.6,14.6,13.6,,**,**,**,**,**,,,,
792,Shelby County Schools,2824,Northwest Prep Academy,2017,All Students,12.8,15.1,14.1,15.1,14.4,,**,**,**,**,**,,,,
792,Shelby County Schools,2824,Northwest Prep Academy,2017,Black/Hispanic/Native,12.7,15,14.2,15.2,14.4,,**,**,**,**,**,,,,
792,Shelby County Schools,2824,Northwest Prep Academy,2017,Economically Disadvantaged,12.7,14.9,13.4,14.7,14.1,,**,**,**,**,**,,,,
792,Shelby County Schools,2824,Northwest Prep Academy,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
792,Shelby County Schools,2824,Northwest Prep Academy,2017,Super Subgroup,12.8,15.1,14.1,15.1,14.4,,**,**,**,**,**,,,,
792,Shelby County Schools,2824,Northwest Prep Academy,2017,Students with Disabilities,10.2,14.8,12,14.6,*,,*,*,*,*,*,,,,
792,Shelby County Schools,2832,Memphis Virtual School,2017,All Students,16.4,17,17.7,18.7,17.7,,44.4,11.1,33.3,22.2,5.6,,,,
792,Shelby County Schools,2832,Memphis Virtual School,2017,Black/Hispanic/Native,15.1,17,16.6,18,16.9,,33.3,16.7,25,8.3,8.3,,,,
792,Shelby County Schools,2832,Memphis Virtual School,2017,Economically Disadvantaged,13,15.8,14.4,16.3,*,,*,*,*,*,*,,,,
792,Shelby County Schools,2832,Memphis Virtual School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
792,Shelby County Schools,2832,Memphis Virtual School,2017,Super Subgroup,14.9,16.8,16.4,17.9,16.8,,30.8,15.4,23.1,7.7,7.7,,,,
792,Shelby County Schools,2832,Memphis Virtual School,2017,Students with Disabilities,,,,,*,,*,*,*,*,*,,,,
792,Shelby County Schools,2835,Grandview Heights Middle School,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,2835,Grandview Heights Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,2835,Grandview Heights Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,2835,Grandview Heights Middle School,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,2835,Grandview Heights Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,2836,Maxine Smith STEAM Academy,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,2836,Maxine Smith STEAM Academy,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,2836,Maxine Smith STEAM Academy,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,2836,Maxine Smith STEAM Academy,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,2836,Maxine Smith STEAM Academy,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,2840,Westhaven Elementary,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,2840,Westhaven Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,2840,Westhaven Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,2840,Westhaven Elementary,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,2840,Westhaven Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8110,DuBois Middle of Leadership  Public Policy,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8110,DuBois Middle of Leadership  Public Policy,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8110,DuBois Middle of Leadership  Public Policy,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8110,DuBois Middle of Leadership  Public Policy,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8110,DuBois Middle of Leadership  Public Policy,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8115,DuBois Middle School of Arts  Technology,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8115,DuBois Middle School of Arts  Technology,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8115,DuBois Middle School of Arts  Technology,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8115,DuBois Middle School of Arts  Technology,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8115,DuBois Middle School of Arts  Technology,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8125,DuBois High School of Arts  Technology,2017,All Students,14.6,15.7,16.5,16.9,16,,26.2,**,7.1,7.1,**,,,,
792,Shelby County Schools,8125,DuBois High School of Arts  Technology,2017,Black/Hispanic/Native,14.6,15.7,16.5,16.9,16,,26.2,**,7.1,7.1,**,,,,
792,Shelby County Schools,8125,DuBois High School of Arts  Technology,2017,Economically Disadvantaged,14.3,15.7,16.5,16.9,15.9,,25.9,**,7.4,**,**,,,,
792,Shelby County Schools,8125,DuBois High School of Arts  Technology,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8125,DuBois High School of Arts  Technology,2017,Super Subgroup,14.6,15.7,16.5,16.9,16,,26.2,**,7.1,7.1,**,,,,
792,Shelby County Schools,8125,DuBois High School of Arts  Technology,2017,Students with Disabilities,10.3,14,14,13.7,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8130,DuBois High of Leadership  Public Policy,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8130,DuBois High of Leadership  Public Policy,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8130,DuBois High of Leadership  Public Policy,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8130,DuBois High of Leadership  Public Policy,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8130,DuBois High of Leadership  Public Policy,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8135,DuBois Elementary School of Entrepreneurship,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8135,DuBois Elementary School of Entrepreneurship,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8135,DuBois Elementary School of Entrepreneurship,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8135,DuBois Elementary School of Entrepreneurship,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8135,DuBois Elementary School of Entrepreneurship,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8140,DuBois Elementary School of Arts  Technology,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8140,DuBois Elementary School of Arts  Technology,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8140,DuBois Elementary School of Arts  Technology,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8140,DuBois Elementary School of Arts  Technology,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8140,DuBois Elementary School of Arts  Technology,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8145,City University School Girls Preparatory,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8145,City University School Girls Preparatory,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8145,City University School Girls Preparatory,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8145,City University School Girls Preparatory,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8145,City University School Girls Preparatory,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8150,Arrow Academy of Excellence,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8150,Arrow Academy of Excellence,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8150,Arrow Academy of Excellence,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8150,Arrow Academy of Excellence,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8150,Arrow Academy of Excellence,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8155,Freedom Preparatory Academy Elementary School,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8155,Freedom Preparatory Academy Elementary School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8155,Freedom Preparatory Academy Elementary School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8155,Freedom Preparatory Academy Elementary School,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8155,Freedom Preparatory Academy Elementary School,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8160,Nexus STEM Academy Middle School,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8160,Nexus STEM Academy Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8160,Nexus STEM Academy Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8160,Nexus STEM Academy Middle School,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8160,Nexus STEM Academy Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8165,Memphis STEM Academy,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8165,Memphis STEM Academy,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8165,Memphis STEM Academy,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8165,Memphis STEM Academy,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8165,Memphis STEM Academy,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8170,Memphis Delta Preparatory Charter School,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8170,Memphis Delta Preparatory Charter School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8170,Memphis Delta Preparatory Charter School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8170,Memphis Delta Preparatory Charter School,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8170,Memphis Delta Preparatory Charter School,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8175,Aspire East Academy,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8175,Aspire East Academy,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8175,Aspire East Academy,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8175,Aspire East Academy,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8175,Aspire East Academy,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8201,Circles Of Success Learning Academy,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8201,Circles Of Success Learning Academy,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8201,Circles Of Success Learning Academy,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8201,Circles Of Success Learning Academy,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8201,Circles Of Success Learning Academy,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8202,KIPP Memphis Collegiate High School,2017,All Students,16.2,16.8,16.9,18,17.2,,28.8,8.2,15.1,12.3,5.5,,,,
792,Shelby County Schools,8202,KIPP Memphis Collegiate High School,2017,Black/Hispanic/Native,16.2,16.8,16.9,18,17.2,,28.8,8.2,15.1,12.3,5.5,,,,
792,Shelby County Schools,8202,KIPP Memphis Collegiate High School,2017,Economically Disadvantaged,15.4,16.3,16.6,17.2,16.6,,24.4,**,9.8,7.3,**,,,,
792,Shelby County Schools,8202,KIPP Memphis Collegiate High School,2017,English Learners,15.5,16.5,14,15.5,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8202,KIPP Memphis Collegiate High School,2017,Super Subgroup,16.2,16.8,16.9,18,17.2,,28.8,8.2,15.1,12.3,5.5,,,,
792,Shelby County Schools,8202,KIPP Memphis Collegiate High School,2017,Students with Disabilities,11.3,14.3,11.7,13.7,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8204,City University School Of Liberal Arts,2017,All Students,15.9,16,15.8,17.3,16.3,,20.4,**,10.2,6.1,**,,,,
792,Shelby County Schools,8204,City University School Of Liberal Arts,2017,Black/Hispanic/Native,15.9,16,15.8,17.3,16.3,,20.4,**,10.2,6.1,**,,,,
792,Shelby County Schools,8204,City University School Of Liberal Arts,2017,Economically Disadvantaged,14.9,16.1,15.2,16.9,15.9,,19,**,**,**,**,,,,
792,Shelby County Schools,8204,City University School Of Liberal Arts,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8204,City University School Of Liberal Arts,2017,Super Subgroup,15.9,16,15.8,17.3,16.3,,20.4,**,10.2,6.1,**,,,,
792,Shelby County Schools,8204,City University School Of Liberal Arts,2017,Students with Disabilities,15.3,16.3,15.3,16.3,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8205,Memphis Academy Of Science  Engineering Middle/High,2017,All Students,16.1,16.9,17.9,18.3,17.5,,32.1,11.3,20.8,15.1,5.7,,,,
792,Shelby County Schools,8205,Memphis Academy Of Science  Engineering Middle/High,2017,Black/Hispanic/Native,16.1,16.9,17.9,18.3,17.5,,32.1,11.3,20.8,15.1,5.7,,,,
792,Shelby County Schools,8205,Memphis Academy Of Science  Engineering Middle/High,2017,Economically Disadvantaged,16.2,17,18.2,18.6,17.7,,31,14.3,23.8,16.7,7.1,,,,
792,Shelby County Schools,8205,Memphis Academy Of Science  Engineering Middle/High,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8205,Memphis Academy Of Science  Engineering Middle/High,2017,Super Subgroup,16.1,16.9,17.9,18.3,17.5,,32.1,11.3,20.8,15.1,5.7,,,,
792,Shelby County Schools,8205,Memphis Academy Of Science  Engineering Middle/High,2017,Students with Disabilities,12.4,15.3,16.8,16.4,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8206,Power Center Academy High School,2017,All Students,17.4,18.2,18,19.2,18.4,,41.8,16.3,19.9,14.9,5,,,,
792,Shelby County Schools,8206,Power Center Academy High School,2017,Black/Hispanic/Native,17.4,18,18,19.1,18.3,,41.3,14.5,19.6,13.8,**,,,,
792,Shelby County Schools,8206,Power Center Academy High School,2017,Economically Disadvantaged,16.8,18.3,17.8,19,18.1,,38.8,18.4,22.4,12.2,6.1,,,,
792,Shelby County Schools,8206,Power Center Academy High School,2017,English Learners,12,15.5,14,14.5,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8206,Power Center Academy High School,2017,Super Subgroup,17.4,18,18,19.1,18.3,,41.3,14.5,19.6,13.8,**,,,,
792,Shelby County Schools,8206,Power Center Academy High School,2017,Students with Disabilities,15.9,17.4,17.7,19.1,17.7,,33.3,20,20,20,6.7,,,,
792,Shelby County Schools,8207,Memphis Business Academy Elementary School,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8207,Memphis Business Academy Elementary School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8207,Memphis Business Academy Elementary School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8207,Memphis Business Academy Elementary School,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8207,Memphis Business Academy Elementary School,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8210,Memphis Academy Of Health Sciences,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8210,Memphis Academy Of Health Sciences,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8210,Memphis Academy Of Health Sciences,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8210,Memphis Academy Of Health Sciences,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8210,Memphis Academy Of Health Sciences,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8213,Memphis Academy of Health Sciences High School,2017,All Students,16.9,16.1,17.2,17.3,17,,33.8,**,9.5,6.8,**,,,,
792,Shelby County Schools,8213,Memphis Academy of Health Sciences High School,2017,Black/Hispanic/Native,16.9,16.1,17.2,17.3,17,,33.8,**,9.5,6.8,**,,,,
792,Shelby County Schools,8213,Memphis Academy of Health Sciences High School,2017,Economically Disadvantaged,16.6,16.4,16.9,16.9,16.8,,25.6,**,7.7,5.1,**,,,,
792,Shelby County Schools,8213,Memphis Academy of Health Sciences High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8213,Memphis Academy of Health Sciences High School,2017,Super Subgroup,16.9,16.1,17.2,17.3,17,,33.8,**,9.5,6.8,**,,,,
792,Shelby County Schools,8213,Memphis Academy of Health Sciences High School,2017,Students with Disabilities,13.8,15.2,15,15,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8215,Memphis Business Academy Middle,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8215,Memphis Business Academy Middle,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8215,Memphis Business Academy Middle,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8215,Memphis Business Academy Middle,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8215,Memphis Business Academy Middle,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8217,Memphis Business Academy High School,2017,All Students,16.7,16.5,17.1,17.4,17.1,,36.4,7.6,13.6,6.1,**,,,,
792,Shelby County Schools,8217,Memphis Business Academy High School,2017,Black/Hispanic/Native,16.7,16.5,17.1,17.4,17.1,,36.4,7.6,13.6,6.1,**,,,,
792,Shelby County Schools,8217,Memphis Business Academy High School,2017,Economically Disadvantaged,17.8,17.1,18.2,18.2,17.9,,43.6,12.8,17.9,10.3,**,,,,
792,Shelby County Schools,8217,Memphis Business Academy High School,2017,English Learners,15.3,16.7,17,16.2,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8217,Memphis Business Academy High School,2017,Super Subgroup,16.7,16.5,17.1,17.4,17.1,,36.4,7.6,13.6,6.1,**,,,,
792,Shelby County Schools,8217,Memphis Business Academy High School,2017,Students with Disabilities,13,14.7,13.8,13.8,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8220,Power Center Academy Middle,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8220,Power Center Academy Middle,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8220,Power Center Academy Middle,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8220,Power Center Academy Middle,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8220,Power Center Academy Middle,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8225,Promise Academy,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8225,Promise Academy,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8225,Promise Academy,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8225,Promise Academy,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8225,Promise Academy,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8228,Southern Avenue Charter School Of Academic Excellence  Creative Arts,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8228,Southern Avenue Charter School Of Academic Excellence  Creative Arts,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8228,Southern Avenue Charter School Of Academic Excellence  Creative Arts,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8228,Southern Avenue Charter School Of Academic Excellence  Creative Arts,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8228,Southern Avenue Charter School Of Academic Excellence  Creative Arts,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8230,Star Academy,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8230,Star Academy,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8230,Star Academy,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8230,Star Academy,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8230,Star Academy,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8232,Soulsville Charter School,2017,All Students,20.5,18.9,19.5,19.1,19.7,,68.4,25,34.2,23.7,14.5,,,,
792,Shelby County Schools,8232,Soulsville Charter School,2017,Black/Hispanic/Native,20.5,18.9,19.5,19.1,19.7,,68.4,25,34.2,23.7,14.5,,,,
792,Shelby County Schools,8232,Soulsville Charter School,2017,Economically Disadvantaged,18.4,17.5,17.7,17.4,17.9,,51.5,12.1,18.2,6.1,6.1,,,,
792,Shelby County Schools,8232,Soulsville Charter School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8232,Soulsville Charter School,2017,Super Subgroup,20.5,18.9,19.5,19.1,19.7,,68.4,25,34.2,23.7,14.5,,,,
792,Shelby County Schools,8232,Soulsville Charter School,2017,Students with Disabilities,17.2,16.3,16.1,15.8,16.4,,41.7,8.3,16.7,8.3,8.3,,,,
792,Shelby County Schools,8234,Freedom Preparatory Academy,2017,All Students,18.5,19.1,19.4,20,19.4,,51,21.6,41.2,23.5,9.8,,,,
792,Shelby County Schools,8234,Freedom Preparatory Academy,2017,Black/Hispanic/Native,18.5,19.1,19.4,20,19.4,,51,21.6,41.2,23.5,9.8,,,,
792,Shelby County Schools,8234,Freedom Preparatory Academy,2017,Economically Disadvantaged,18.5,19.7,20.5,20.6,20,,54.5,22.7,45.5,27.3,13.6,,,,
792,Shelby County Schools,8234,Freedom Preparatory Academy,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8234,Freedom Preparatory Academy,2017,Super Subgroup,18.5,19.1,19.4,20,19.4,,51,21.6,41.2,23.5,9.8,,,,
792,Shelby County Schools,8234,Freedom Preparatory Academy,2017,Students with Disabilities,19.7,16.7,21.3,19.3,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8236,City University Boys Preparatory,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8236,City University Boys Preparatory,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8236,City University Boys Preparatory,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8236,City University Boys Preparatory,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8236,City University Boys Preparatory,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8238,KIPP Memphis Collegiate Middle,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8238,KIPP Memphis Collegiate Middle,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8238,KIPP Memphis Collegiate Middle,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8238,KIPP Memphis Collegiate Middle,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8238,KIPP Memphis Collegiate Middle,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8240,Memphis College Preparatory,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8240,Memphis College Preparatory,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8240,Memphis College Preparatory,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8240,Memphis College Preparatory,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8240,Memphis College Preparatory,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8252,Memphis School of Excellence,2017,All Students,17.9,18.4,18.6,19.3,18.8,,45,20,22.5,20,10,,,,
792,Shelby County Schools,8252,Memphis School of Excellence,2017,Black/Hispanic/Native,17.9,18.4,18.6,19.3,18.8,,45,20,22.5,20,10,,,,
792,Shelby County Schools,8252,Memphis School of Excellence,2017,Economically Disadvantaged,18.5,18.9,19.2,19.8,19.3,,54.2,20.8,29.2,20.8,12.5,,,,
792,Shelby County Schools,8252,Memphis School of Excellence,2017,English Learners,16,16,14.5,17.5,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8252,Memphis School of Excellence,2017,Super Subgroup,17.9,18.4,18.6,19.3,18.8,,45,20,22.5,20,10,,,,
792,Shelby County Schools,8252,Memphis School of Excellence,2017,Students with Disabilities,,,,,*,,*,*,*,*,*,,,,
792,Shelby County Schools,8254,Veritas College Preparatory,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8254,Veritas College Preparatory,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8254,Veritas College Preparatory,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8254,Veritas College Preparatory,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8254,Veritas College Preparatory,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8256,Aurora Collegiate Academy,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8256,Aurora Collegiate Academy,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8256,Aurora Collegiate Academy,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
792,Shelby County Schools,8256,Aurora Collegiate Academy,2017,English Learners,,,,,,,,,,,,,,,
792,Shelby County Schools,8256,Aurora Collegiate Academy,2017,Students with Disabilities,,,,,,,,,,,,,,,
792,Shelby County Schools,8258,KIPP Memphis Middle Academy,2017,All Students,,,,,,,,,,,,,,,
792,Shelby County Schools,8258,KIPP Memphis Middle Academy,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
792,Shelby County Schools,8258,KIPP Memphis Middle Academy,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
